2012-04-23 13:20:31+00:00,2,40.76803326982161,-73.98186922073364,1572,0,0,13,13.341944444444444
2012-04-23 14:03:09+00:00,0,40.76280318635086,-73.97336953664879,276,0,0,14,0.7105555555555556
2012-04-23 16:45:55+00:00,10,40.75465043801338,-73.92345871219602,2241,0,0,16,2.7127777777777777
2012-04-24 01:04:38+00:00,14,40.767237460001375,-73.89482953406639,470,1,1,1,8.311944444444444
2012-04-24 06:15:52+00:00,5,40.76396628964295,-73.915114402771,1410,0,1,6,5.187222222222222
2012-04-24 08:41:56+00:00,4,40.721664700472566,-73.79473686218262,1746,0,1,8,2.4344444444444444
2012-04-25 09:31:30+00:00,14,40.767237460001375,-73.89482953406639,470,1,2,9,0.8261111111111111
2012-04-26 10:34:38+00:00,14,40.767237460001375,-73.89482953406639,470,1,3,10,1.0522222222222222
2012-04-26 10:46:10+00:00,5,40.76396628964295,-73.915114402771,1410,0,3,10,0.1922222222222222
2012-04-27 09:02:42+00:00,4,40.721664700472566,-73.79473686218262,1746,0,4,9,22.275555555555556
2012-04-27 09:55:27+00:00,4,40.72217190721143,-73.7935159377537,1873,0,4,9,0.8791666666666667
2012-04-27 10:01:42+00:00,4,40.721957424936726,-73.79645347595215,1529,0,4,10,0.10416666666666667
2012-04-28 08:28:33+00:00,5,40.76396628964295,-73.915114402771,1410,0,5,8,22.4475
2012-04-28 10:18:16+00:00,14,40.767237460001375,-73.89482953406639,470,1,5,10,1.8286111111111112
2012-04-28 13:51:07+00:00,13,40.699168629214334,-73.98959423050022,1139,0,5,13,3.5475
2012-04-28 23:55:37+00:00,14,40.767237460001375,-73.89482953406639,470,1,5,23,10.075
2012-04-29 06:32:42+00:00,13,40.699168629214334,-73.98959423050022,1139,0,6,6,6.618055555555555
2012-04-29 10:10:21+00:00,13,40.699168629214334,-73.98959423050022,1139,0,6,10,3.6275
2012-04-29 15:57:01+00:00,13,40.7457613708401,-73.9033555984497,1109,0,6,15,5.777777777777778
2012-04-29 15:58:02+00:00,6,40.74557029238338,-73.90323815867245,1372,0,6,15,0.016944444444444446

2012-05-14 23:12:26+00:00,13,40.745306184001095,-73.94837379455566,2073,0,0,23,23.20722222222222
2012-05-15 09:52:14+00:00,13,40.745306184001095,-73.94837379455566,2073,0,1,9,10.663333333333334
2012-05-15 15:12:19+00:00,15,40.645089355976346,-73.7845230102539,57,0,1,15,5.334722222222222
2012-05-16 13:38:31+00:00,15,40.769061148486365,-73.86216759681702,2395,0,2,13,22.436666666666667
2012-05-16 13:39:30+00:00,15,40.773839,-73.87122,318,0,2,13,0.01638888888888889
2012-05-16 15:40:45+00:00,13,40.745306184001095,-73.94837379455566,2073,0,2,15,2.0208333333333335
2012-05-16 17:14:37+00:00,12,40.74498345905474,-73.9533780530302,2392,0,2,17,1.5644444444444445
2012-05-17 00:41:36+00:00,13,40.745306184001095,-73.94837379455566,2073,0,3,0,7.449722222222222
2012-05-17 10:03:11+00:00,12,40.74485099404667,-73.9582872390747,2291,0,3,10,9.359722222222222
2012-05-17 12:17:19+00:00,12,40.74498345905474,-73.9533780530302,2392,0,3,12,2.2355555555555555
2012-05-18 07:03:48+00:00,15,40.769061148486365,-73.86216759681702,2395,0,4,7,18.774722222222223
2012-05-18 07:04:10+00:00,15,40.773839,-73.87122,318,0,4,7,0.006111111111111111
2012-05-19 08:08:17+00:00,2,40.74607024584939,-73.94567012786865,2144,0,5,8,1.0686111111111112
2012-05-19 08:23:46+00:00,13,40.745306184001095,-73.94837379455566,2073,0,5,8,0.25805555555555554
2012-05-19 08:24:09+00:00,2,40.74607024584939,-73.94567012786865,2144,0,5,8,0.006388888888888889
2012-05-19 12:40:51+00:00,12,40.74485099404667,-73.9582872390747,2291,0,5,12,4.278333333333333

2012-04-16 13:27:46+00:00,6,40.78969237045133,-73.84696900073686,777,0,0,13,13.462777777777777
2012-04-17 12:33:34+00:00,10,40.7715858,-73.8364432,2145,0,1,12,23.096666666666668
2012-04-17 16:25:34+00:00,0,40.78322231631631,-73.83344650268555,261,0,1,16,3.8666666666666667
2012-04-17 22:23:37+00:00,14,40.79012656060537,-73.84778739924586,901,1,1,22,5.9675
2012-04-18 10:07:35+00:00,0,40.78322231631631,-73.83344650268555,261,0,2,10,11.732777777777779
2012-04-18 10:39:35+00:00,0,40.782978604018936,-73.83175134658813,771,0,2,10,0.5333333333333333
2012-04-19 00:38:28+00:00,14,40.79012656060537,-73.84778739924586,1156,1,3,0,13.981388888888889
2012-04-19 00:38:54+00:00,14,40.79012656060537,-73.84778739924586,469,1,3,0,0.007222222222222222
2012-04-19 15:23:58+00:00,12,40.7595847386287,-73.82997426043062,1269,0,3,15,14.751111111111111
2012-04-19 21:28:28+00:00,14,40.79012656060537,-73.84778739924586,1156,1,3,21,6.075
2012-04-20 01:04:25+00:00,14,40.79012656060537,-73.84778739924586,469,1,4,1,3.5991666666666666
2012-04-20 23:57:20+00:00,14,40.79012656060537,-73.84778739924586,1156,1,4,23,22.881944444444443
2012-04-20 23:57:38+00:00,14,40.79012656060537,-73.84778739924586,469,1,4,23,0.005
2012-04-21 09:19:29+00:00,6,40.78969237045133,-73.84696900073686,777,0,5,9,9.364166666666666
2012-04-21 11:22:14+00:00,12,40.788886032710174,-73.84657272234311,1027,0,5,11,2.0458333333333334
2012-04-21 12:09:02+00:00,14,40.79012656060537,-73.84778739924586,1097,1,5,12,0.78
2012-04-21 12:36:50+00:00,14,40.79012656060537,-73.84778739924586,901,1,5,12,0.4633333333333333
2012-04-21 16:36:13+00:00,0,40.77947345646828,-73.77699921530112,2243,0,5,16,3.9897222222222224
2012-04-22 01:33:36+00:00,14,40.79012656060537,-73.84778739924586,469,1,6,1,8.956388888888888
